EQUIP_ID,EQUIP_DESCN,EQUIP_PARENT
480109,SSM101 GA55 Air Compressor,4801-120-300
480110,SSB104 Compressor Shed,4801-120-360
480111,SSB105 Pump House,4801-120-450
480112,SSB106 Liquid Caustic Dosing Shed,4801-120-450
480113,SDB107 Building - Store No 7 – Annex,4801-110-20
480114,SDB103 Blending Loadout – Dressed Product Bins 1 to 9,4801-110-020
480115,SDB103 Blending Loadout – Bins 10 to 13,4801-110-020
480116,SDB103 Despatch Outfeed 1 & 2,4801-110-020
480117,SDB103 Despatch Outfeed 3,4801-110-020
480118,SDB103 Despatch Infeed 1,4801-110-020
480119,SDB103 Despatch Infeed 2,4801-110-020
480120,SDB103 Rail Tunnel,4801-110-020
480121,SDB103 Despatch Plant,4801-110-020
480122,SDB109 Bag Store – No 9 Store (48),4801-110-020
480123,SDB109 Bag Store – Bagging Plant – 20kg (24 - west),4801-110-020
480124,SDB109 Bag Store – Bagging Plant – 500/1000kg (24 - east),4801-110-020
480125,SDB109 Bag Store – Bagging Day Bins (51),4801-110-020
480126,SDB109 Bag Store – Bag Storage (52),4801-110-020
480127,SDB108 Bag Store – No 8 Store (47 - north),4801-110-020
480128,SDB108 Bag Store – Bag Storage (47 - south) ,4801-110-020
480129,SMM205 Scrubber Structure and Walkways – Stage 1 & 2,4801-100-220
480130,SMM205 Scrubber Structure and Walkways – Stage 3 & 4,4801-100-220
480131,SMB201 Building Manufacture – Stage 3 & 4 Bunds ,4821-100-280
481510,Guarding - Despatch,4815-160-111
481511,Loadout chute,4815-160-111
481512,#1 - Hopper Weighing Equipment,4815-160-111
481513,Compressor - Puma,4815-160-300
481514,Compressed Air Lines - Despatch,4815-160-300
481515,Main Distribution Board,4815-160-310
481516,Generator - ToolineHY22i 2.2kw,4815-160-310
481517,Truck Wash - Piping,4815-160-350
481518,Truckwash Contaminate Separation Sumps,4815-160-350
481519,Waste Water System Piping,4815-160-360
481520,Waste Water Tank #1,4815-160-360
481521,Boundry - Fencing,4815-160-370
481522,Roading,4815-160-370
481524,Roller Door #1 - Bulk Store,4815-160-430
481525,Roller Door #2 - Bulk Store,4815-160-430
481526,Roller Door #3 - Bag Store,4815-160-430
481527,Bulk Store - Concrete Dividing Walls,4815-160-430
481528,Building - External Cladding - Bulk store,4815-160-430
481529,Building - External Cladding - Office,4815-160-430
481530,Building - Weighbridge,4815-160-430
481531,Building - Office,4815-160-430
481532,Building Bag Store,4815-160-430
481536,Pallet stacker,4815-160-430
482810,Building - Office,4828-160-430
482811,40' containers (bag storage),4828-160-430
485701,Drag Chain Conveyor #1 - Despatch,4857-160-111
485702,Drag Chain Conveyor #2 - Despatch,4857-160-111
485703,Platforms & Walkways - Despatch,4857-160-111
485704,Incline Conveyor 1 ex Hopper #1,4857-160-111
485705,Elec System - Blender Conveyor #1,4857-160-111
485706,Elec System - Blender Conveyor #2,4857-160-111
485707,Elec System - Roll Crusher,4857-160-111
485708,Elec System - Incline Conveyor 1 ex Hopper #1,4857-160-111
485709,Elec System - Incline Conveyor 2 for crusher feed,4857-160-111
485710,Elec System - Incline Conveyor 3 ex crusher,4857-160-111
485711,Weighing Control Panels - Despatch,4857-160-111
485712,Guarding - Despatch,4857-160-111
485713,Bagging Chute,4857-160-111
485714,Dust cone,4857-160-111
485715,Manual screening sytem,4857-160-111
485716,Sulphur hopper 7t,4857-160-111
485717,#1 - Hopper,4857-160-111
485718,#2 - Hopper,4857-160-111
485719,#1 - Hopper Weighing Equipment,4857-160-111
485720,#2 - Hopper Weighing Equipment,4857-160-111
485721,Compressed Air Lines - Despatch,4857-160-300
485722,Main Distribution Board,4857-160-310
485723,Storm Water - Piping,4857-160-350
485724,Waste Water System Piping,4857-160-360
485725,Elec System -  Bulk Storage,4857-160-430
485726,Roller Door #1 - Bulk Store,4857-160-430
485727,Roller Door #2 - Bulk Store,4857-160-430
485728,Roller Door #3 - Bulk Store,4857-160-430
485729,Roller Door #4 - Bulk Store,4857-160-430
485730,Roller Door #5 - Bag Store,4857-160-430
485731,Bulk Store - Concrete Dividing Walls,4857-160-430
485732,Building - External Cladding - Bulk,4857-160-430
485733,Building - External Cladding - Office,4857-160-430
485734,Building - Portacom Office,4857-160-430
485735,Elec System -  Main Office,4857-160-430
485736,Emergency_Exit Lighting,4857-160-450
485737,Fire Fighting Equipment,4857-160-450
490101,Mobile stair platform,4901-160-100
490102,Hopper,4901-160-100
490103,Bagging hopper,4901-160-100
490104,Drag chain,4901-160-100
490105,Vibrating screen (removeable - not in use),4901-160-100
490106,Incline conveyor Edge MS40,4901-160-100
490107,Frame and platform,4901-160-100
490108,Platforms & Stairs,4901-160-111
490109,Super N plant guarding,4901-160-111
490110,Bucket Elevator 1,4901-160-111
490111,Exit Conveyor,4901-160-111
490112,Incline Conveyor 1,4901-160-111
490113,Auger 1,4901-160-111
490114,Auger 2,4901-160-111
490115,Bucket elevator 2,4901-160-111
490118,Exit conveyor - Sustain Plant,4901-160-111
490120,Controls,4901-160-111
490121,Controls - Sustain Plant,4901-160-111
490122,Paddle mixer,4901-160-111
490123,Sandvik mobile screen QA140,4901-160-111
490125,Fixed screen - Sustain Plant,4901-160-111
490126,Mobile flip screen,4901-160-111
490127,Hopper,4901-160-111
490128,Hopper 2,4901-160-111
490129,Weigh Hopper,4901-160-111
490130,Powder Hopper,4901-160-111
490131,Holding Hopper,4901-160-111
490133,Compressor - mobile Atlas Copco,4901-160-300
490134,Compressor - Ceccato,4901-160-300
490135,Compressor - Air Command,4901-160-300
490136,Elec System -  Bulk Storage,4901-160-430
490137,Building - Office portacoms,4901-160-430
490138,Building Bulk Store,4901-160-430
490140,Pallet stacker,4901-160-430
490148,Emergency_Exit Lighting,4901-160-450
490149,Fire Fighting Equipment,4901-160-450
490501,TC104 Stairs/ guarding,4905-160-010
490502,TC103 Stairs/ guarding,4905-160-010
490503,Hopper,4905-160-100
490504,Platform,4905-160-100
490507,TC100 conveyor,4905-160-010
490509,STC104 Conveyor Transfer No1,4905-160-010
490511,Elec System - Intake Conveyor,4905-160-010
490512,Elec System - Transfer Conveyor,4905-160-010
490513,Elec System - Shuttle Winch,4905-160-010
490514,Elec System - Shuttle Conveyor,4905-160-010
490515,"TC101 ramp, guard, gates",4905-160-010
490518,Electrical Equipment,4905-160-020
490519,Mechanical Equipment,4905-160-020
490520,Sulphur hopper,4905-160-020
490521,Hopper Drag Chain ,4905-160-100
490522,Incline conveyor,4905-160-100
490523,Bagging Hopper,4905-160-100
490525,Vibrating screen,4905-160-100
490527,Guarding,4905-160-100
490529,Hopper 2 Drag chain,4905-160-111
490530,Hopper 3 Drag chain,4905-160-111
490531,Platforms & Walkways - Despatch,4905-160-111
490532,Shuttle Rails - Despatch,4905-160-111
490535,Bucket elevator 2,4905-160-111
490537,Shuttle Conveyor - Despatch,4905-160-111
490542,Transverse conveyor,4905-160-111
490543,TC117 shuttle conveyor,4905-160-111
490544,Lump breaker 1,4905-160-111
490546,Elec System - Blender Conveyor #1,4905-160-111
490547,Elec System - Blender Conveyor #2,4905-160-111
490548,Elec System - Bucket Elevator,4905-160-111
490549,Elec System - Reciprocating Screen,4905-160-111
490550,Elec System - Flail Mill,4905-160-111
490551,Elec System - Incline Conveyor,4905-160-111
490552,Elec System - Shuttle Conveyor,4905-160-111
490553,Elec System - Shuttle Winch,4905-160-111
490554,Despatch control panel,4905-160-111
490555,Shuttle Winch - Despatch,4905-160-111
490556,Guarding - Despatch,4905-160-111
490558,Vibrating screen,4905-160-111
490562,Hopper 3,4905-160-111
490565,Roading,4905-160-370
490566,Elec System -  Bulk Storage,4905-160-430
490567,Rapid Door #1 Bulk Store,4905-160-430
490568,Rapid Door #2 Bulk Store,4905-160-430
490569,Roller Door #1 - Bulk Store,4905-160-430
490570,Roller Door #2 - Bulk Store,4905-160-430
490571,Roller Door #3 - Bulk Store,4905-160-430
490572,Roller Door #4 - Bulk Store,4905-160-430
490573,Bulk Store - Concrete Dividing Walls,4905-160-430
490574,Building - External Cladding - Bulk,4905-160-430
490575,Building - External Cladding - Office,4905-160-430
490576,Building - Office,4905-160-430
490578,20' container,4905-160-430
490580,Elec System -  Main Office,4905-160-430
490581,HVAC - Main Office,4905-160-430
490582,Elec System - Bulk Store,4905-160-430
490583,Elec System - Bag Store,4905-160-430
490584,Fire Alarm Main Office,4905-160-430
490585,Fire Alarm Bag Store,4905-160-430
490586,Fire Alarm Bulk Store,4905-160-430
490587,Elec - Rapid Door #1 - Bulk Store,4905-160-430
490588,Elec - Rapid Door #2 - Bulk Store,4905-160-430
490589,Elec - Roller Door #1 - Bulk Store,4905-160-430
490590,Elec - Roller Door #2 - Bulk Store,4905-160-430
490591,Elec - Roller Door #3 - Bulk Store ,4905-160-430
490592,Elec - Roller Door #4 - Bulk Store,4905-160-430
490598,Plant Safety - Despatch,4905-160-450
490599,Plant Safety - Bulk Material Intake,4905-160-450
491002,Drag Chain Conveyor #1 - Despatch,4910-160-111
491003,Drag Chain Conveyor #2 - Despatch,4910-160-111
491004,Platforms & Walkways - Despatch,4910-160-111
491005,Lump breaker,4910-160-111
491013,Guarding - Despatch,4910-160-111
491014,Dust cone,4910-160-111
491015,Reciprocating Screen,4910-160-111
491016,#1 - Hopper,4910-160-111
491017,#2 - Hopper,4910-160-111
491020,Compressor - Marquip,4910-160-300
491022,MCC - Bulk Material & Despatch,4910-160-310
491023,Site - Transformer,4910-160-310
491024,Main Distribution Board,4910-160-310
491026,Stormwater pond,4910-160-350
491028,Roading,4910-160-370
491030,Roller Door #2 & #3 Bag Store,4910-160-430
491031,Roller Door Drive through Entrance,4910-160-430
491032,Roller Door Drive Through Exit,4910-160-430
491033,Roller Door #1 Bag store,4910-160-430
491034,Bulk Store - Concrete Dividing Walls,4910-160-430
491035,Building - External Cladding - Bulk Store,4910-160-430
491036,Building - External Cladding - Office,4910-160-430
491037,Building - Office,4910-160-430
491050,Dosing Hopper #1,4910-160-111
491051,Dosing Hopper #2,4910-160-111
491601,Infeed conveyor - Bagging,4916-160-100
491602,Vibrating screen - Bagging,4916-160-100
491603,Mobile stair platform,4916-160-100
491604,Lane 1 Hopper A,4916-160-111
491605,Lane 1 Hopper B,4916-160-111
491606,Hopper A drag chain,4916-160-111
491607,Hopper B drag chain,4916-160-111
491608,Vibrating screen,4916-160-111
491609,Loadout conveyor,4916-160-111
491610,Loadout chute,4916-160-111
491611,Dustcone,4916-160-111
491612,Lane 1 Stairs and platform,4916-160-111
491613,Lane 1 Guarding,4916-160-111
491614,Lump breaker,4916-160-111
491615,Vibrating screen,4916-160-111
491616,Dust cone,4916-160-111
491617,Lane 2 Stairs and platform,4916-160-111
491618,Lane 2 Guarding,4916-160-111
491619,Loading Hut - Despatch,4916-160-111
491620,Elec System - Hopper A drag chain,4916-160-111
491621,Elec System - Hopper B drag chain,4916-160-111
491622,Elec System - Bucket Elevator,4916-160-111
491623,Elec System - Vibrating Screen,4916-160-111
491624,Elec System - Lump Breaker,4916-160-111
491625,Elec System - Loadout Conveyor,4916-160-111
491626,Elec System - Hopper 1 drag chain,4916-160-111
491627,Elec System - Hopper 2 drag chain,4916-160-111
491628,Elec System - Conveyor Ex-mixing hopper 1,4916-160-111
491629,Elec System - Conveyor Ex-mixing hopper 2,4916-160-111
491630,Elec System - Conveyor Elevator Feed - Incline conveyor 1,4916-160-111
491631,Elec System - Conveyor Ex-elevator - Incline conveyor 2,4916-160-111
491632,Elec System - Conveyor Truck Loading - Incline conveyor 3,4916-160-111
491633,Hopper A weight display,4916-160-111
491634,Hopper B weight display,4916-160-111
491635,Hopper 1 weight display,4916-160-111
491636,Hopper 2 weight display,4916-160-111
491637,Compressor - Marquip,4916-160-300
491638,Compressed Air Lines,4916-160-300
491639,Site - Transformer,4916-160-310
491640,Main Distribution Board,4916-160-310
491641,Stormwater Sumps,4916-160-350
491642,Stormwater Pump #1,4916-160-350
491643,Stormwater Pump #2,4916-160-350
491644,Stormwater Pump #3,4916-160-350
491645,Stormwater Pump #4,4916-160-350
491646,Stormwater Tank,4916-160-350
491647,Boundry - Fencing,4916-160-370
491648,Main Gate - Site,4916-160-370
491649,Roading,4916-160-370
491650,Roller Door #1 - Bulk Store,4916-160-430
491651,Roller Door #2 - Bulk Store,4916-160-430
491652,Roller Door #3 - Bulk Store,4916-160-430
491653,Roller Door #4 - Bulk Store,4916-160-430
491654,Roller Door #5 - Bulk Store,4916-160-430
491655,Roller Door #6 - Bulk Store,4916-160-430
491656,Roller Door #1 - Bag Store,4916-160-430
491657,Roller Door #2 - Bag Store,4916-160-430
491658,Building - External Cladding - Bulk,4916-160-430
491659,Building - External Cladding - Office,4916-160-430
491660,Pallet stacker,4916-160-430
491661,Diesel supply,4916-160-430
491662,Bulk Store - Concrete Dividing Walls,4916-160-430
491663,Building - Office,4916-160-430
491664,Liquid urea hopper,4916-160-430
491665,Liquid urea pump,4916-160-430
491666,Sulphur hopper,4916-160-430
491667,Trace element dispenser hoppers x 3,4916-160-430
491668,3x augers,4916-160-430
491669,Elec System -  Main Office,4916-160-430
491670,Elec System - Bulk Store,4916-160-430
491671,Elec System - Bag Store,4916-160-430
491672,Elec - Roller Door #1 - Bulk Store,4916-160-430
491673,Elec - Roller Door #2 - Bulk Store,4916-160-430
491674,Elec - Roller Door #3 - Bulk Store,4916-160-430
491675,Elec - Roller Door #4 - Bulk Store,4916-160-430
491676,Elec - Roller Door #5 - Bulk Store,4916-160-430
491677,Elec - Roller Door #6 - Bulk Store,4916-160-430
491678,Elec- Roller Door #1 Bag Store,4916-160-430
491679,Elec- Roller Door #2 Bag Store,4916-160-430
491680,SMV1081 Forklift CD30S - GQJ855,4916-160-440
491681,Tractor - John Deere 1025R,4916-160-440
491682,Sweeper - Karcher,4916-160-440
491683,Emergency Exit Lighting,4916-160-450
491684,Fire Fighting Equipment,4916-160-450
491685,Urea tank,4916-160-999
491686,Dissolving vessel,4916-160-999
491687,Pump - Netzsce,4916-160-999
491688,Motor - Nord,4916-160-999
491689,Pipework,4916-160-999
491690,Control Panel,4916-160-999
491691,LPG califont,4916-160-999
491692,Fencing,4916-160-999
491693,2x storage tanks,4916-160-999
491694,Bunding,4916-160-999
491695,Storage tank pipework,4916-160-999
491696,Storage tank pumps (2),4916-160-999
492002,Drag Chain Conveyor #1 - Despatch,4920-160-111
492003,Incline Conveyor - Despatch,4920-160-111
492005,Elec System - Incline Conveyor,4920-160-111
492007,Guarding - Despatch,4920-160-111
492008,Loadout/ bagging chute,4920-160-111
492009,Dust cone,4920-160-111
492010,Fixed screen,4920-160-111
492011,Sulphur hopper,4920-160-111
492012,Outside hoppers,4920-160-111
492014,Compressor -  Kaeser,4920-160-300
492016,Site - Transformer,4920-160-310
492017,Main Distribution Board,4920-160-310
492021,Potable Water Tank,4920-160-350
492022,Potable Water Tank Pump,4920-160-350
492025,Main Gate - Site,4920-160-370
492026,Roading,4920-160-370
492028,Roller Door Despatch Entrance,4920-160-430
492029,Roller Door Despatch Exit,4920-160-430
492030,Roller Door Weighbridge Entrance,4920-160-430
492031,Roller Door Weighbridge Exit,4920-160-430
492032,Bulk Store - Concrete Dividing Walls,4920-160-430
492033,Building - External Cladding - Bulk,4920-160-430
492034,Building - External Cladding - Office,4920-160-430
492035,Building Office,4920-160-430
492036,Building Bulk Store,4920-160-430
492037,Weighbridge,4920-160-430
492049,Intake ramp,4920-160-500
492050,Intake hopper,4920-160-500
492051,Intake auger 1,4920-160-500
492052,Intake auger 2,4920-160-500
492053,Bucket elevator,4920-160-500
492054,Divertor,4920-160-500
492055,Storage hopper,4920-160-500
492056,Despatch hopper,4920-160-500
492057,"Control panel, weight system and PLC",4920-160-500
492058,Framework,4920-160-500
492059,Buidling - Bag store,4920-160-430
492060,Bulk Shed Sliding Door,4920-160-430
492910,Guarding - Despatch,4929-160-111
492911,Weighbridge,4929-160-111
492912,Site - Transformer,4929-160-310
492913,Main Distribution Board,4929-160-310
492914,Storm Water - Piping,4929-160-350
492915,Stormwater Sumps,4929-160-350
492916,Stormwater Pump #1,4929-160-350
492917,Stormwater Mechanical Equipment,4929-160-350
492918,Stormwater Tank,4929-160-350
492919,Boundry - Fencing,4929-160-370
492920,Roading,4929-160-370
492921,Roller Door #1 - Bulk Store,4929-160-430
492922,Roller Door #2 - Bulk Store,4929-160-430
492923,Roller Door #3 - Bulk Store,4929-160-430
492924,Bulk Store - Concrete Dividing Walls,4929-160-430
492925,Building - External Cladding - Bulk,4929-160-430
492926,Building - External Cladding - Office,4929-160-430
492927,Building Bulk Store,4929-160-430
2200100,Elec System - Blender Dosing Conveyor 254A,2200-160-110
2200101,Elec System - Blender Dosing Conveyor 254B,2200-160-110
2200102,Elec System - Blender Dosing Conveyor 255A,2200-160-110
2200103,Elec System - Blender Dosing Conveyor 255B,2200-160-110
2200104,Elec System - Blender Dosing Conveyor 256A,2200-160-110
2200105,Elec System - Blender Dosing Conveyor 256B,2200-160-110
2200106,Elec System - Blender Dosing Conveyor 257A,2200-160-110
2200107,Elec System - Blender Dosing Conveyor 257B,2200-160-110
2200108,Elec System - Blender Dosing Conveyor 258,2200-160-110
2200109,Elec System - Blender Dosing Conveyor 259A,2200-160-110
2200110,Elec System - Blender Dosing Conveyor 259B,2200-160-110
2200111,Elec System - Blender Dosing Conveyor 260A,2200-160-110
2200112,Elec System - Blender Dosing Conveyor 260B,2200-160-110
2200113,Elec System - Blender Dosing Conveyor 261A,2200-160-110
2200114,Elec System - Blender Dosing Conveyor 261B,2200-160-110
2200115,Elec System - Blender Dosing Conveyor 262,2200-160-110
2200116,Elec System - Blender Dosing Conveyor 263,2200-160-110
2200117,Elec System - Blender Dosing Conveyor 264,2200-160-110
2200118,Elec System - Blender Dosing Conveyor 265,2200-160-110
2200119,Elec System - Blender Dosing Conveyor 266,2200-160-110
2200120,Elec System - Blender Dosing Conveyor 267,2200-160-110
2200121,Elec System - Lump Breaker FC1,2200-160-110
2200122,Elec System - Shuttle Winch - TC5,2200-160-110
2200123,Elec System - Shuttle Winch - TC7,2200-160-110
2200124,Elec System - Slide Gate - Despatch - V220,2200-160-110
2200125,Elec System - Reciprocating Screen FS1,2200-160-110
2200126,Elec System - Reciprocating Screen FS2,2200-160-110
2200127,Under-belt Weigher Control Panel - Despatch,2200-160-110
2200128,Truck Lane 1 Control Panel - Despatch,2200-160-110
2200129,Truck Lane 2 Control Panel - Despatch,2200-160-110
2200130,Despatch - Distribution - Control,2200-160-110
2200131,Shuttle Winch - TC5,2200-160-110
2200132,Shuttle Winch - TC7,2200-160-110
2200133,Diverter - Despatch - 2Y1,2200-160-110
2200134,Diverter - Despatch - 2Y2,2200-160-110
2200135,Diverter - Despatch - 2Y3,2200-160-110
2200136,Slide Gate - Despatch - V220,2200-160-110
2200137,Slide Gate - Despatch - V224,2200-160-110
2200138,Guarding - Despatch,2200-160-110
2200139,Guarding -  Bagging Despatch,2200-160-110
2200140,Reciprocating Screen FS1,2200-160-110
2200141,Reciprocating Screen FS2,2200-160-110
2200142,Blending Hopper HP251,2200-160-110
2200143,Blending Hopper HP252,2200-160-110
2200144,Blending Hopper HP253,2200-160-110
2200145,Blending Hopper HP254,2200-160-110
2200146,Blending Hopper HP255,2200-160-110
2200147,Blending Hopper HP256,2200-160-110
2200148,Blending Hopper HP257,2200-160-110
2200149,Blending Hopper HP258,2200-160-110
2200150,Blending Hopper HP259,2200-160-110
2200151,Blending Hopper HP260,2200-160-110
2200152,Blending Hopper HP261,2200-160-110
2200153,Blending Hopper HP262,2200-160-110
2200154,Blending Hopper HP263,2200-160-110
2200155,Blending Hopper HP264,2200-160-110
2200156,Blending Hopper HP265,2200-160-110
2200157,Blending Hopper HP266,2200-160-110
2200158,Blending Hopper HP267,2200-160-110
2200159,10 Tonne Staging Hopper S1,2200-160-110
2200160,4 Tonne Staging Hopper S2,2200-160-110
2200161,Site compressor,2200-160-300
2200162,Compressed Air Lines - Intake,2200-160-300
2200163,Compressed Air Lines - Despatch,2200-160-300
2200164,MCC - Bulk Material Intake and Despatch,2200-160-310
2200165,Site - Transformer - Intake and Despatch,2200-160-310
2200166,Site - Transformer - Offices,2200-160-310
2200167,HVAC - SSA Intake Switch Room,2200-160-310
2200168,HVAC - SSB Despatch Switch Room,2200-160-310
2200169,HVAC - Despatch Control Room,2200-160-310
2200170,Main Distribution Board,2200-160-310
2200171,Potable Water System,2200-160-350
2200172,Truck Wash - Piping,2200-160-350
2200173,Storm Water - Piping,2200-160-350
2200174,Truckwash Contaminate Separation Sumps,2200-160-350
2200175,Stormwater Sumps,2200-160-350
2200176,Stormwater Pumps,2200-160-350
2200177,Potable Water Pump,2200-160-350
2200178,Stormwater Tanks,2200-160-350
2200179,Potable Water Tank,2200-160-350
2200180,Waste Water System Piping,2200-160-360
2200181,Rain Gardens,2200-160-370
2200182,Grassed Area,2200-160-370
2200183,Internal - Fencing,2200-160-370
2200184,Boundry - Fencing,2200-160-370
2200185,Main Gate - Site,2200-160-370
2200186,Roading,2200-160-370
2200187,Intake Grid Traffic Barriers,2200-160-370
2200188,Building - Office,2200-160-430
2200189,Building - Bulk Store,2200-160-430
2200190,Building - Bag Store,2200-160-430
2200191,Building - External Cladding - Bulk/Bag,2200-160-430
2200192,Building - External Cladding - Office,2200-160-430
2200193,Rapid Door D06  Intake Entry,2200-160-430
2200194,Rapid Door D07 Intake Exit,2200-160-430
2200195,Rapid Door D24 Bulk Store Internal North End,2200-160-430
2200196,Rapid Door D29 Bag Store Internal North End,2200-160-430
2200197,Rapid Door D26 Despatch Entry Lane 1 - D210,2200-160-430
2200198,Rapid Door D28 Despatch Entry Lane 2- D220,2200-160-430
2200199,Rapid Door D32 Despatch Exit Lane 1 - D211,2200-160-430
2200200,Rapid Door D30 Despatch Exit Lane 2 - D221,2200-160-430
2200201,Roller Door D02 North Wall East End,2200-160-430
2200202,Roller Door D03 East Wall North End,2200-160-430
2200203,Roller Door D13 South Wall Dispatch Exit,2200-160-430
2200204,Roller Door D15 North Wall Bulk Entry,2200-160-430
2200205,Roller Door D09  Intake South Maint. Access,2200-160-430
2200206,Elec System -  Main Office,2200-160-430
2200207,Elec System - Bulk Store,2200-160-430
2200208,Elec System - Bag Store,2200-160-430
2200209,Fire Alarm Main Office,2200-160-430
2200210,Fire Alarm Bag Store,2200-160-430
2200211,Fire Alarm Bulk Store,2200-160-430
2200212,Traffic Lights - Despatch Entry Lane 1,2200-160-430
2200213,Traffic Lights - Despatch Entry Lane 2,2200-160-430
2200214,Traffic Lights - Despatch Exit Lane 1,2200-160-430
2200215,Traffic Lights - Despatch Exit Lane 2,2200-160-430
2200216,Traffic Lights - Forklift Passage Wall 2,2200-160-430
2200217,Traffic Lights - Forklift Passage Wall 3.1,2200-160-430
2200218,Intake Pit,2200-160-430
2200219,Forklift Heli G2 - NMV1217,2200-160-440
2200220,Forklift Heli G2 - NMV1216,2200-160-440
2200221,Forklift Heli G2 - NMV1218,2200-160-440
2200222,Forklist CD30s - NQT727,2200-160-440
2200223,Loader Hyundai 760-9 NMV1202,2200-160-440
2200224,Loader Hyundai 760-9 NMV1210,2200-160-440
2200225,Eureka diesel sweeper,2200-160-440
2200226,Emergency Lighting,2200-160-450
2200227,Fire Fighting Equipment,2200-160-450
2200228,Fuelling system,2200-160-450
4905100,Emergency_Exit Lighting,4905-160-450
4905101,Fire Fighting Equipment,4905-160-450
4905102,Liquid-N Plant,4905-160-999
10000000,MMV968 Loader Volvo L70D,1018-160-999-250
10000006,NMV110 Loader-Swinger 160,2201-100-440-250
10000010,NMV152 Forklift-Komatsu FD30T-14,2209-160-440-250
10000016,NJH210 Hopper-Bulk Weigh,2203-160-110-260
10000057,MBM923 Misc - Diagnostics Maru St,0301-160-450-220
10000058,MMVLSD Vehicle Leased Maru St,0301-160-440-250
10000064,MMV1032 Forklift Crown CD30s - EGA334,1013-160-440
10000071,NJM210 Misc-Vibrator Bin Waipapa,2203-160-110-150
10000072,NJM970 Misc-Portable Equip.-Waipapa,2203-160-110-090
10000073,NPB100 Building-Bulk Store Marsden Point,2209-160-110-030
10000074,NPM200 Misc-Machinery Marsden Point,2209-160-110-150
10000075,NPM970 Misc-Portable equip. Marsden Pt,2209-160-110-090
10000076,NPM210 Misc-Vibrator Weigh hopper Marsde,2209-160-110-150
10000077,NPH210 Hopper-Weigh Marsden Point,2209-160-110-260
10000078,NPC211 Conv- Ex weigh hopper,2209-160-110-050
10000079,NPC212 Conv-Incline to Lump Breaker,2209-160-110-050
10000080,NPM213 Misc-Lump Breaker,2209-160-110-070
10000081,NPM214 Misc-Dust Suppression Cone,2209-160-110-150
10000084,NVM970 Misc- Portable equip. Dargaville,2208-160-110-090
10000117,M17B100 Building - Office,1017-160-999-030
10000118,M17C100Conveyor - Mixing Plant Discharge,1017-160-999-050
10000119,M17C101Conveyor - Truck Filling,1017-160-999-050
10000120,M17E100 Misc - Electrical,1017-160-999-090
10000121,M17M100 Misc - Fencing and Roading,1017-160-999-220
10000122,M17M101 Misc - Fire Fighting Equipment,1017-160-999-220
10000123,M17M102 Misc - Mechanical Equipment,1017-160-999-150
10000124,M17M103 Misc - Mixing Plant,1017-160-999-010
10000125,"M17M104 Misc - Water,Stormwater,Effluent",1017-160-999-170
10000126,M17M105 Misc - Weighbridge,1017-160-999-270
10000139,NJM212 Misc-Vibrator Elevator exit-Waipa,2203-160-110-150
10000140,NMM309 Misc- Gran. drum feed shuttle,2201-100-210-150
10000141,NMM309A Misc-Gran.Drum reject Drag Chain,2201-100-210-150
10000142,MPM804 Misc - Mixer 2,1016-160-999-010
10000143,MPX803 Elevator - Mixer Discharge,1016-160-999-050
10000155,QMV2000 Loader Volvo L70E,2208-160-440-250
10000161,MBB881 Build - Warehouse #14A,0301-160-430-030
10000162,MBB882 Build - Warehouse #12,0301-160-430-030
10000163,MBC819 Conv - Slat Conveyor,0301-160-100-050
10000164,NMV1053 Mower ISEKI Ride on,2201-100-440-250
10000165,MBM814 Misc - Forklift Extention,0301-160-100-150
10000166,MBM815 Misc - Man Cage #1,0301-160-100-150
10000168,MBM817 Misc - Spring Operated Turn Table,0301-160-100-150
10000169,MBM818 Misc - Waterblaster (Mobile),0301-160-370-220
10000170,MBM850 Misc - Bi-Folding (Build #40),0301-160-430-030
10000171,MBM851 Misc - Roller Shut (Build #40-L),0301-160-430-030
10000172,MBM852 Misc - Roller Shut (Build #40-S),0301-160-430-030
10000173,MBM853 Misc - Rapid DR (Mix PLT-4405.1),0301-160-430-030
10000174,MBM854 Misc - Rapid DR W/B ENT(4429.12),0301-160-430-030
10000175,MBM855 Misc - Rapid DR W/B EXIT(4429.21),0301-160-430-030
10000176,MBM856 Misc - Rapid DR (BLD #36-4405.03),0301-160-430-030
10000177,MBM857 Misc - Bi-Folding (Build #32),0301-160-430-030
10000178,MBM858 Misc - Rapid DR (BLD #32-4405.02),0301-160-430-030
10000179,MBM859 Misc - Rapid DR (Envico),0301-160-430-030
10000180,MQB850 Build - Triton Avenue Office,0301-160-430-030
10000181,MQB851 Build - Triton Avenue Store,0301-160-430-030
10000182,MQC830 Conv - ALT Discharge #1,0301-160-080-050
10000183,MQC831 Conv - ALT Bi-Directional,0301-160-080-050
10000184,MQC832 Conv - ALT Discharge #2,0301-160-080-050
10000185,MQC833 Conv - ALT Discharge #3,0301-160-080-050
10000186,MQC834 Conv - Slat Conveyor,0301-160-100-050
10000187,MQC835 Conv - Moisture Control Device,0301-160-100-050
10000188,MQH830 Hopper - ALT Blender 30T,0301-160-080-260
10000189,MQH831 Hopper - ALT Blender 15T,0301-160-080-260
10000190,MQH832 Hopper - ALT Manual,0301-160-100-260
10000192,MQH884 Hopper - Pedal Operated 1T Hopper,0301-160-100-260
10000193,MQH885 Hopper - Semi-Automated 1T Hopper,0301-160-100-260
